unigram,gatsby_prob,alice_prob,austen_prob,gatsby_count,alice_count,austen_count
hue,2.00E-05,0,0,1,0,0
spasm,2.00E-05,0,0,1,0,0
plays,2.00E-05,0,8.08E-06,1,0,1
don'thardly,2.00E-05,0,0,1,0,0
switch,2.00E-05,0,0,1,0,0
lamp,2.00E-05,0,0,1,0,0
bounced,2.00E-05,0,0,1,0,0
nest,2.00E-05,3.66E-05,0,1,1,0
ai,2.00E-05,0,0,1,0,0
thunder,2.00E-05,3.66E-05,0,1,1,0
plunging,2.00E-05,0,0,1,0,0
generating,2.00E-05,0,0,1,0,0
richer,2.00E-05,0,0,1,0,0
getchildren,2.00E-05,0,0,1,0,0
meantime,2.00E-05,0,1.62E-05,1,0,2
bewilderment,2.00E-05,0,0,1,0,0
dreamsnot,2.00E-05,0,0,1,0,0
illusion,2.00E-05,0,0,1,0,0
passion,2.00E-05,0.000109681,1.62E-05,1,3,2
decking,2.00E-05,0,0,1,0,0
feather,2.00E-05,3.66E-05,8.08E-06,1,1,1
challenge,2.00E-05,0,8.08E-06,1,0,1
adjusted,2.00E-05,0,0,1,0,0
fluctuating,2.00E-05,0,8.08E-06,1,0,1
feverish,2.00E-05,0,1.62E-05,1,0,2
dreamedthat,2.00E-05,0,0,1,0,0
deathless,2.00E-05,0,0,1,0,0
vi,2.00E-05,3.66E-05,8.08E-06,1,1,1
whyany,2.00E-05,0,0,1,0,0
transpired,2.00E-05,0,8.08E-06,1,0,1
reveal,2.00E-05,0,0,1,0,0
laudable,2.00E-05,0,8.08E-06,1,0,1
random,2.00E-05,0,0,1,0,0
notoriety,2.00E-05,0,0,1,0,0
authorities,2.00E-05,0,0,1,0,0
contemporary,2.00E-05,0,0,1,0,0
legends,2.00E-05,0,0,1,0,0
underground,2.00E-05,0,0,1,0,0
pipeline,2.00E-05,0,0,1,0,0
canada,2.00E-05,0,0,1,0,0
attached,2.00E-05,0,8.89E-05,1,0,11
secretly,2.00E-05,0,2.42E-05,1,0,3
dakota,2.00E-05,0,0,1,0,0
gatzthat,2.00E-05,0,0,1,0,0
legally,2.00E-05,0,8.08E-06,1,0,1
specific,2.00E-05,0,0,1,0,0
witnessed,2.00E-05,0,3.23E-05,1,0,4
careerwhen,2.00E-05,0,0,1,0,0
insidious,2.00E-05,0,0,1,0,0
pants,2.00E-05,0,0,1,0,0
rowboat,2.00E-05,0,0,1,0,0
catch,2.00E-05,0.000109681,3.23E-05,1,3,4
shiftless,2.00E-05,0,0,1,0,0
unsuccessful,2.00E-05,0,0,1,0,0
peoplehis,2.00E-05,0,0,1,0,0
platonic,2.00E-05,0,0,1,0,0
goda,2.00E-05,0,0,1,0,0
thatand,2.00E-05,0,0,1,0,0
meretricious,2.00E-05,0,0,1,0,0
faithful,2.00E-05,0,2.42E-05,1,0,3
clam,2.00E-05,0,0,1,0,0
digger,2.00E-05,0,0,1,0,0
salmon,2.00E-05,3.66E-05,0,1,1,0
fisher,2.00E-05,0,0,1,0,0
hardening,2.00E-05,0,0,1,0,0
fierce,2.00E-05,0,0,1,0,0
lazy,2.00E-05,3.66E-05,0,1,1,0
bracing,2.00E-05,0,0,1,0,0
spoiled,2.00E-05,0,8.08E-06,1,0,1
virgins,2.00E-05,0,0,1,0,0
ignorant,2.00E-05,3.66E-05,0.000129277,1,1,16
hysterical,2.00E-05,0,0,1,0,0
absorption,2.00E-05,0,0,1,0,0
riot,2.00E-05,0,0,1,0,0
conceits,2.00E-05,0,0,1,0,0
ineffable,2.00E-05,0,0,1,0,0
gaudiness,2.00E-05,0,0,1,0,0
spun,2.00E-05,0,0,1,0,0
ticked,2.00E-05,0,0,1,0,0
washstand,2.00E-05,0,0,1,0,0
soaked,2.00E-05,0,0,1,0,0
pattern,2.00E-05,3.66E-05,0,1,1,0
fancies,2.00E-05,0,0,1,0,0
drowsiness,2.00E-05,0,0,1,0,0
oblivious,2.00E-05,0,0,1,0,0
embrace,2.00E-05,0,0,1,0,0
reveries,2.00E-05,0,0,1,0,0
outlet,2.00E-05,0,0,1,0,0
satisfactory,2.00E-05,0,5.66E-05,1,0,7
unreality,2.00E-05,0,0,1,0,0
securely,2.00E-05,0,0,1,0,0
fairy,2.00E-05,3.66E-05,0,1,1,0
wing,2.00E-05,0,0,1,0,0
glory,2.00E-05,0,8.08E-06,1,0,1
led,2.00E-05,0.000146242,0.000145437,1,4,18
olaf,2.00E-05,0,0,1,0,0
southern,2.00E-05,0,0,1,0,0
indifference,2.00E-05,0,0.000137357,1,0,17
despising,2.00E-05,0,1.62E-05,1,0,2
shallows,2.00E-05,0,0,1,0,0
product,2.00E-05,0,0,1,0,0
nevada,2.00E-05,0,0,1,0,0
yukon,2.00E-05,0,0,1,0,0
seventy,2.00E-05,0,0,1,0,0
transactions,2.00E-05,0,1.62E-05,1,0,2
montana,2.00E-05,0,0,1,0,0
copper,2.00E-05,0,0,1,0,0
millionaire,2.00E-05,0,0,1,0,0
robust,2.00E-05,0,0,1,0,0
suspecting,2.00E-05,0,1.62E-05,1,0,2
separate,2.00E-05,0,4.85E-05,1,0,6
savoury,2.00E-05,0,0,1,0,0
ramifications,2.00E-05,0,0,1,0,0
maintenon,2.00E-05,0,0,1,0,0
weakness,2.00E-05,0,4.04E-05,1,0,5
property,2.00E-05,0,6.46E-05,1,0,8
turgid,2.00E-05,0,0,1,0,0
journalism,2.00E-05,0,0,1,0,0
1902,2.00E-05,0,0,1,0,0
coasting,2.00E-05,0,0,1,0,0
hospitable,2.00E-05,0,0,1,0,0
shores,2.00E-05,0,0,1,0,0
oars,2.00E-05,0,0,1,0,0
railed,2.00E-05,0,0,1,0,0
deck,2.00E-05,0,0,1,0,0
glamour,2.00E-05,0,0,1,0,0
codyhe,2.00E-05,0,0,1,0,0
brand,2.00E-05,0,0,1,0,0
extravagantly,2.00E-05,0,0,1,0,0
duluth,2.00E-05,0,0,1,0,0
indies,2.00E-05,0,0,1,0,0
barbary,2.00E-05,0,0,1,0,0
coast,2.00E-05,3.66E-05,0,1,1,0
employed,2.00E-05,0,6.46E-05,1,0,8
capacitywhile,2.00E-05,0,0,1,0,0
steward,2.00E-05,0,4.04E-05,1,0,5
mate,2.00E-05,0,0,1,0,0
skipper,2.00E-05,0,0,1,0,0
secretary,2.00E-05,0,0,1,0,0
jailor,2.00E-05,0,0,1,0,0
lavish,2.00E-05,0,0,1,0,0
doings,2.00E-05,0,1.62E-05,1,0,2
contingencies,2.00E-05,0,0,1,0,0
reposing,2.00E-05,0,0,1,0,0
indefinitely,2.00E-05,0,0,1,0,0
board,2.00E-05,0,8.08E-06,1,0,1
boston,2.00E-05,0,0,1,0,0
inhospitably,2.00E-05,0,0,1,0,0
portrait,2.00E-05,0,8.08E-06,1,0,1
pioneer,2.00E-05,0,0,1,0,0
debauchee,2.00E-05,0,0,1,0,0
seaboard,2.00E-05,0,0,1,0,0
frontier,2.00E-05,0,0,1,0,0
brothel,2.00E-05,0,0,1,0,0
saloon,2.00E-05,0,1.62E-05,1,0,2
indirectly,2.00E-05,0,0,1,0,0
rub,2.00E-05,0,0,1,0,0
letting,2.00E-05,0,4.04E-05,1,0,5
moneya,2.00E-05,0,0,1,0,0
legacy,2.00E-05,0,8.08E-06,1,0,1
legal,2.00E-05,0,8.08E-06,1,0,1
device,2.00E-05,0,8.08E-06,1,0,1
intact,2.00E-05,0,0,1,0,0
singularly,2.00E-05,0,0,1,0,0
education,2.00E-05,0,8.89E-05,1,0,11
substantiality,2.00E-05,0,0,1,0,0
exploding,2.00E-05,0,0,1,0,0
antecedents,2.00E-05,0,0,1,0,0
believing,2.00E-05,0,9.70E-05,1,0,12
misconceptions,2.00E-05,0,0,1,0,0
association,2.00E-05,0,0,1,0,0
phonemostly,2.00E-05,0,0,1,0,0
trotting,2.00E-05,7.31E-05,0,1,2,0
ingratiate,2.00E-05,0,0,1,0,0
senile,2.00E-05,0,0,1,0,0
auntbut,2.00E-05,0,0,1,0,0
horsebacktom,2.00E-05,0,0,1,0,0
previously,2.00E-05,0,1.62E-05,1,0,2
ringing,2.00E-05,0,0,1,0,0
lemonade,2.00E-05,0,0,1,0,0
roads,2.00E-05,0,8.08E-06,1,0,1
gruffly,2.00E-05,0,0,1,0,0
lounged,2.00E-05,0,0,1,0,0
eitheruntil,2.00E-05,0,0,1,0,0
ver,2.00E-05,0,0,1,0,0
wellthink,2.00E-05,0,0,1,0,0
youwhy,2.00E-05,0,0,1,0,0
questioningly,2.00E-05,0,0,1,0,0
concentrating,2.00E-05,0,0,1,0,0
fashioned,2.00E-05,0,0,1,0,0
fish,2.00E-05,0.000255923,4.04E-05,1,7,5
trotted,2.00E-05,0,0,1,0,0
disappearing,2.00E-05,0,0,1,0,0
foliage,2.00E-05,0,0,1,0,0
overcoat,2.00E-05,0,0,1,0,0
perturbed,2.00E-05,0,8.08E-06,1,0,1
oppressivenessit,2.00E-05,0,0,1,0,0
stands,2.00E-05,0,1.62E-05,1,0,2
profusion,2.00E-05,0,8.08E-06,1,0,1
keyed,2.00E-05,0,0,1,0,0
harshness,2.00E-05,0,0,1,0,0
accept,2.00E-05,0,0.000137357,1,0,17
standards,2.00E-05,0,0,1,0,0
saddening,2.00E-05,0,0,1,0,0
expended,2.00E-05,0,0,1,0,0
powers,2.00E-05,0,4.85E-05,1,0,6
adjustment,2.00E-05,0,0,1,0,0
tricks,2.00E-05,3.66E-05,8.08E-06,1,1,1
excite,2.00E-05,0,2.42E-05,1,0,3
marvellous,2.00E-05,0,0,1,0,0
roamed,2.00E-05,0,0,1,0,0
indicated,2.00E-05,0,8.08E-06,1,0,1
accompanies,2.00E-05,0,0,1,0,0
recognition,2.00E-05,0,0,1,0,0
hitherto,2.00E-05,0,1.62E-05,1,0,2
celebrity,2.00E-05,0,0,1,0,0
ceremoniously,2.00E-05,0,0,1,0,0
pleased,2.00E-05,0.000255923,0.000315113,1,7,39
celebrities,2.00E-05,0,0,1,0,0
manwhat,2.00E-05,0,0,1,0,0
namewith,2.00E-05,0,0,1,0,0
producer,2.00E-05,0,0,1,0,0
inin,2.00E-05,0,0,1,0,0
danced,2.00E-05,0,0.000105038,1,0,13
conservative,2.00E-05,0,0,1,0,0
foxtroti,2.00E-05,0,0,1,0,0
watchfully,2.00E-05,0,0,1,0,0
flood,2.00E-05,0,0,1,0,0
addresses,2.00E-05,0,4.85E-05,1,0,6
pencil,2.00E-05,7.31E-05,0,1,2,0
particularly,2.00E-05,0,0.000266634,1,0,33
tipsy,2.00E-05,0,0,1,0,0
faultgatsby,2.00E-05,0,0,1,0,0
septic,2.00E-05,0,0,1,0,0
slump,2.00E-05,0,0,1,0,0
inquiry,2.00E-05,0,8.08E-05,1,0,10
massive,2.00E-05,0,0,1,0,0
lethargic,2.00E-05,0,0,1,0,0
urging,2.00E-05,0,0,1,0,0
club,2.00E-05,0,0,1,0,0
defence,2.00E-05,0,2.42E-05,1,0,3
screaming,2.00E-05,3.66E-05,0,1,1,0
affirmed,2.00E-05,0,0,1,0,0
yelling,2.00E-05,0,0,1,0,0
needs,2.00E-05,3.66E-05,0,1,1,0
countered,2.00E-05,0,0,1,0,0
shakes,2.00E-05,0,0,1,0,0
operate,2.00E-05,0,0,1,0,0
ray,2.00E-05,0,0,1,0,0
stoop,2.00E-05,7.31E-05,0,1,2,0
ultimate,2.00E-05,0,0,1,0,0
herand,2.00E-05,0,0,1,0,0
inarguably,2.00E-05,0,0,1,0,0
appalled,2.00E-05,0,0,1,0,0
unprecedented,2.00E-05,0,0,1,0,0
begotten,2.00E-05,0,0,1,0,0
fishing,2.00E-05,0,4.04E-05,1,0,5
villageappalled,2.00E-05,0,0,1,0,0
vigour,2.00E-05,0,8.08E-06,1,0,1
chafed,2.00E-05,0,0,1,0,0
euphemisms,2.00E-05,0,0,1,0,0
obtrusive,2.00E-05,0,0,1,0,0
fate,2.00E-05,0,1.62E-05,1,0,2
herded,2.00E-05,0,0,1,0,0
inhabitants,2.00E-05,0,2.42E-05,1,0,3
volleying,2.00E-05,0,0,1,0,0
rouged,2.00E-05,0,0,1,0,0
newly,2.00E-05,0,8.08E-06,1,0,1
bootleggers,2.00E-05,0,0,1,0,0
crunched,2.00E-05,0,0,1,0,0
menagerie,2.00E-05,0,0,1,0,0
stirred,2.00E-05,0,0,1,0,0
haze,2.00E-05,0,0,1,0,0
shower,2.00E-05,7.31E-05,0,1,2,0
rhythmic,2.00E-05,0,0,1,0,0
sweetly,2.00E-05,0,0,1,0,0
rolling,2.00E-05,0,0,1,0,0
neat,2.00E-05,3.66E-05,8.08E-06,1,1,1
waltz,2.00E-05,0,0,1,0,0
casualness,2.00E-05,0,0,1,0,0
possibilities,2.00E-05,0,8.08E-06,1,0,1
totally,2.00E-05,0,6.46E-05,1,0,8
absent,2.00E-05,0,3.23E-05,1,0,4
incalculable,2.00E-05,0,0,1,0,0
unbelievable,2.00E-05,0,0,1,0,0
marvelled,2.00E-05,0,0,1,0,0
authentically,2.00E-05,0,0,1,0,0
magical,2.00E-05,0,0,1,0,0
encounter,2.00E-05,0,2.42E-05,1,0,3
blot,2.00E-05,0,0,1,0,0
unwavering,2.00E-05,0,0,1,0,0
devotion,2.00E-05,0,0,1,0,0
chilled,2.00E-05,0,0,1,0,0
exalted,2.00E-05,0,0,1,0,0
guestrooms,2.00E-05,0,0,1,0,0
depression,2.00E-05,0,0,1,0,0
unimportant,2.00E-05,0.000109681,8.08E-06,1,3,1
obliterated,2.00E-05,0,0,1,0,0
decide,2.00E-05,0,3.23E-05,1,0,4
measures,2.00E-05,0,2.42E-05,1,0,3
housejust,2.00E-05,0,0,1,0,0
fruit,2.00E-05,0,8.08E-06,1,0,1
rinds,2.00E-05,0,0,1,0,0
discarded,2.00E-05,0,0,1,0,0
favours,2.00E-05,0,1.62E-05,1,0,2
ventured,2.00E-05,0.000146242,5.66E-05,1,4,7
lurking,2.00E-05,0,8.08E-06,1,0,1
fix,2.00E-05,3.66E-05,2.42E-05,1,1,3
determinedly,2.00E-05,0,0,1,0,0
recover,2.00E-05,0,4.85E-05,1,0,6
loving,2.00E-05,3.66E-05,1.62E-05,1,1,2
disordered,2.00E-05,0,0,1,0,0
return,2.00E-05,0,0.000412071,1,0,51
  ,2.00E-05,0,0,1,0,0
changes,2.00E-05,7.31E-05,8.08E-06,1,2,1
humming,2.00E-05,0,0,1,0,0
bustle,2.00E-05,0,8.08E-06,1,0,1
ladder,2.00E-05,0,0,1,0,0
treeshe,2.00E-05,0,0,1,0,0
climb,2.00E-05,3.66E-05,0,1,1,0
climbed,2.00E-05,0,0,1,0,0
suck,2.00E-05,0,0,1,0,0
pap,2.00E-05,0,0,1,0,0
gulp,2.00E-05,0,0,1,0,0
incomparable,2.00E-05,0,0,1,0,0
visions,2.00E-05,0,0,1,0,0
perishable,2.00E-05,0,0,1,0,0
romp,2.00E-05,0,0,1,0,0
tuning,2.00E-05,0,0,1,0,0
fork,2.00E-05,3.66E-05,0,1,1,0
blossomed,2.00E-05,0,0,1,0,0
incarnation,2.00E-05,0,0,1,0,0
appalling,2.00E-05,0,0,1,0,0
sentimentality,2.00E-05,0,0,1,0,0
somethingan,2.00E-05,0,0,1,0,0
elusive,2.00E-05,0,0,1,0,0
uncommunicable,2.00E-05,0,0,1,0,0
vii,2.00E-05,3.66E-05,8.08E-06,1,1,1
highest,2.00E-05,3.66E-05,7.27E-05,1,1,9
nightand,2.00E-05,0,0,1,0,0
career,2.00E-05,0,0,1,0,0
trimalchio,2.00E-05,0,0,1,0,0
sulkily,2.00E-05,7.31E-05,0,1,2,0
outan,2.00E-05,0,0,1,0,0
villainous,2.00E-05,0,8.08E-06,1,0,1
squinted,2.00E-05,0,0,1,0,0
nope,2.00E-05,0,0,1,0,0
grudging,2.00E-05,0,0,1,0,0
rudely,2.00E-05,0,0,1,0,0
slammed,2.00E-05,0,0,1,0,0
servant,2.00E-05,0,0.000145437,1,0,18
bribed,2.00E-05,0,0,1,0,0
tradesmen,2.00E-05,0,0,1,0,0
moderate,2.00E-05,3.66E-05,1.62E-05,1,1,2
supplies,2.00E-05,0,0,1,0,0
reported,2.00E-05,0,0,1,0,0
fired,2.00E-05,0,0,1,0,0
oftenin,2.00E-05,0,0,1,0,0
caravansary,2.00E-05,0,0,1,0,0
disapproval,2.00E-05,0,0,1,0,0
brothers,2.00E-05,0,1.62E-05,1,0,2
sisters,2.00E-05,3.66E-05,0.000622147,1,1,77
requestwould,2.00E-05,0,0,1,0,0
choose,2.00E-05,0,0.000153517,1,0,19
occasion,2.00E-05,0,0.000307033,1,0,38
sceneespecially,2.00E-05,0,0,1,0,0
harrowing,2.00E-05,0,0,1,0,0
outlined,2.00E-05,0,0,1,0,0
broiling,2.00E-05,0,0,1,0,0
warmest,2.00E-05,0,1.62E-05,1,0,2
tunnel,2.00E-05,3.66E-05,0,1,1,0
whistles,2.00E-05,0,0,1,0,0
biscuit,2.00E-05,0,0,1,0,0
simmering,2.00E-05,0,0,1,0,0
combustion,2.00E-05,0,0,1,0,0
perspired,2.00E-05,0,0,1,0,0
dampened,2.00E-05,0,0,1,0,0
despairingly,2.00E-05,0,0,1,0,0
pocketbook,2.00E-05,0,0,1,0,0
slapped,2.00E-05,0,0,1,0,0
gasped,2.00E-05,0,0,1,0,0
weary,2.00E-05,0,1.62E-05,1,0,2
extreme,2.00E-05,0,3.23E-05,1,0,4
indicate,2.00E-05,0,0,1,0,0
itbut,2.00E-05,0,0,1,0,0
conductor,2.00E-05,0,0,1,0,0
commutation,2.00E-05,0,0,1,0,0
stain,2.00E-05,0,0,1,0,0
pyjama,2.00E-05,0,0,1,0,0
bell,2.00E-05,0,4.85E-05,1,0,6
master,2.00E-05,0.000146242,0.000226235,1,4,28
mouthpiece,2.00E-05,0,0,1,0,0
furnish,2.00E-05,0,3.23E-05,1,0,4
itit,2.00E-05,0,0,1,0,0
expects,2.00E-05,0,8.08E-06,1,0,1
salon,2.00E-05,0,0,1,0,0
needlessly,2.00E-05,0,8.08E-06,1,0,1
indicating,2.00E-05,0,0,1,0,0
affront,2.00E-05,0,3.23E-05,1,0,4
shadowed,2.00E-05,0,0,1,0,0
awnings,2.00E-05,0,0,1,0,0
idols,2.00E-05,0,0,1,0,0
weighing,2.00E-05,0,0,1,0,0
fans,2.00E-05,0,0,1,0,0
tan,2.00E-05,0,0,1,0,0
athlete,2.00E-05,0,0,1,0,0
bosom,2.00E-05,0,8.08E-06,1,0,1
rumour,2.00E-05,0,0,1,0,0
annoyance,2.00E-05,0,0,1,0,0
obligations,2.00E-05,0,2.42E-05,1,0,3
cynically,2.00E-05,0,0,1,0,0
flung,2.00E-05,3.66E-05,0,1,1,0
dislike,2.00E-05,0,0.000185836,1,0,23
kissing,2.00E-05,0,0,1,0,0
clog,2.00E-05,0,0,1,0,0
fireplace,2.00E-05,3.66E-05,1.62E-05,1,1,2
guiltily,2.00E-05,0,0,1,0,0
freshly,2.00E-05,0,0,1,0,0
laundered,2.00E-05,0,0,1,0,0
leading,2.00E-05,3.66E-05,4.04E-05,1,1,5
crooned,2.00E-05,0,0,1,0,0
relinquished,2.00E-05,0,0,1,0,0
rooted,2.00E-05,0,8.08E-06,1,0,1
shyly,2.00E-05,3.66E-05,0,1,1,0
yellowy,2.00E-05,0,0,1,0,0
sayhow,2.00E-05,0,0,1,0,0
existence,2.00E-05,3.66E-05,2.42E-05,1,1,3
wrinkle,2.00E-05,0,0,1,0,0
pammy,2.00E-05,0,0,1,0,0
sweetheart,2.00E-05,0,0,1,0,0
disciplined,2.00E-05,0,0,1,0,0
preceding,2.00E-05,0,3.23E-05,1,0,4
gin,2.00E-05,0,0,1,0,0
rickeys,2.00E-05,0,0,1,0,0
tension,2.00E-05,0,0,1,0,0
greedy,2.00E-05,0,0,1,0,0
swallows,2.00E-05,0,0,1,0,0
hotter,2.00E-05,0,0,1,0,0
seems,2.00E-05,0.000182802,0.000177756,1,5,22
sunor,2.00E-05,0,0,1,0,0
minuteit,2.00E-05,0,0,1,0,0
oppositethe,2.00E-05,0,0,1,0,0
colder,2.00E-05,0,8.08E-06,1,0,1
stagnant,2.00E-05,0,0,1,0,0
sail,2.00E-05,0,0,1,0,0
crawled,2.00E-05,3.66E-05,0,1,1,0
fresher,2.00E-05,0,8.08E-06,1,0,1
beds,2.00E-05,7.31E-05,0,1,2,0
weedy,2.00E-05,0,0,1,0,0
scalloped,2.00E-05,0,0,1,0,0
ocean,2.00E-05,0,0,1,0,0
abounding,2.00E-05,0,0,1,0,0
isles,2.00E-05,0,0,1,0,0
darkened,2.00E-05,0,0,1,0,0
ourselves,2.00E-05,3.66E-05,6.46E-05,1,1,8
struggled,2.00E-05,0,1.62E-05,1,0,2
moulding,2.00E-05,0,0,1,0,0
senselessness,2.00E-05,0,0,1,0,0
insistently,2.00E-05,0,0,1,0,0
astounded,2.00E-05,0,0,1,0,0
resemble,2.00E-05,0,0,1,0,0
onwe're,2.00E-05,0,0,1,0,0
temper,2.00E-05,0.000182802,0.000201996,1,5,25
smoked,2.00E-05,0,0,1,0,0
fuss,2.00E-05,0,8.08E-06,1,0,1
shuffling,2.00E-05,0,0,1,0,0
curve,2.00E-05,0,0,1,0,0
notions,2.00E-05,0,2.42E-05,1,0,3
indiscreet,2.00E-05,0,8.08E-06,1,0,1
moneythat,2.00E-05,0,0,1,0,0
charm,2.00E-05,0,4.85E-05,1,0,6
jingle,2.00E-05,0,0,1,0,0
cymbals,2.00E-05,0,0,1,0,0
king,2.00E-05,0.002303305,6.46E-05,1,63,8
quart,2.00E-05,0,0,1,0,0
cloth,2.00E-05,0,0,1,0,0
capes,2.00E-05,0,0,1,0,0
standard,2.00E-05,0,0,1,0,0
shift,2.00E-05,0,8.08E-06,1,0,1
distasteful,2.00E-05,0,0,1,0,0
plenty,2.00E-05,7.31E-05,8.08E-06,1,2,1
boisterously,2.00E-05,0,8.08E-06,1,0,1
gauge,2.00E-05,0,0,1,0,0
pointless,2.00E-05,0,0,1,0,0
indefinable,2.00E-05,0,0,1,0,0
circus,2.00E-05,0,0,1,0,0
gears,2.00E-05,0,0,1,0,0
oppressive,2.00E-05,0,0,1,0,0
aalmost,2.00E-05,0,0,1,0,0
tells,2.00E-05,7.31E-05,8.08E-06,1,2,1
contingency,2.00E-05,0,0,1,0,0
overtook,2.00E-05,0,8.08E-06,1,0,1
theoretical,2.00E-05,0,0,1,0,0
abyss,2.00E-05,0,0,1,0,0
humorously,2.00E-05,0,0,1,0,0
helpfully,2.00E-05,0,0,1,0,0
wears,2.00E-05,0,8.08E-06,1,0,1
mexico,2.00E-05,0,0,1,0,0
snorted,2.00E-05,0,0,1,0,0
snob,2.00E-05,0,0,1,0,0
marriedgod,2.00E-05,0,0,1,0,0
irritable,2.00E-05,0,1.62E-05,1,0,2
fading,2.00E-05,3.66E-05,0,1,1,0
caution,2.00E-05,0,2.42E-05,1,0,3
stalled,2.00E-05,0,0,1,0,0
baking,2.00E-05,0,0,1,0,0
abrupt,2.00E-05,0,8.08E-06,1,0,1
dusty,2.00E-05,0,0,1,0,0
establishment,2.00E-05,0,4.85E-05,1,0,6
roughly,2.00E-05,3.66E-05,0,1,1,0
forto,2.00E-05,0,0,1,0,0
admire,2.00E-05,0,0.000145437,1,0,18
unscrewed,2.00E-05,0,0,1,0,0
tank,2.00E-05,0,0,1,0,0
handle,2.00E-05,0,0,1,0,0
shading,2.00E-05,0,0,1,0,0
flurry,2.00E-05,3.66E-05,0,1,1,0
flash,2.00E-05,0,0,1,0,0
harshly,2.00E-05,0,8.08E-06,1,0,1
wised,2.00E-05,0,0,1,0,0
dollar,2.00E-05,0,0,1,0,0
relentless,2.00E-05,0,0,1,0,0
confuse,2.00E-05,0,0,1,0,0
alighted,2.00E-05,0,8.08E-06,1,0,1
parallel,2.00E-05,0,0,1,0,0
discovery,2.00E-05,0,5.66E-05,1,0,7
intelligence,2.00E-05,0,0.000153517,1,0,19
guilty,2.00E-05,0,1.62E-05,1,0,2
unforgivably,2.00E-05,0,0,1,0,0
guiltyas,2.00E-05,0,0,1,0,0
locality,2.00E-05,0,0,1,0,0
giant,2.00E-05,0,0,1,0,0
observed,2.00E-05,0,0.000185836,1,0,23
developing,2.00E-05,0,0,1,0,0
curiously,2.00E-05,0,0,1,0,0
familiarit,2.00E-05,0,0,1,0,0
jealous,2.00E-05,0,2.42E-05,1,0,3
terror,2.00E-05,3.66E-05,0,1,1,0
simple,2.00E-05,0.000182802,8.08E-06,1,5,1
whips,2.00E-05,0,0,1,0,0
inviolate,2.00E-05,0,0,1,0,0
slipping,2.00E-05,0,0,1,0,0
precipitately,2.00E-05,0,0,1,0,0
accelerator,2.00E-05,0,0,1,0,0
double,2.00E-05,3.66E-05,1.62E-05,1,1,2
purpose,2.00E-05,3.66E-05,0.000145437,1,1,18
astoria,2.00E-05,0,0,1,0,0
spidery,2.00E-05,0,0,1,0,0
easygoing,2.00E-05,0,0,1,0,0
fiftieth,2.00E-05,0,0,1,0,0
itoverripe,2.00E-05,0,0,1,0,0
sorts,2.00E-05,0.000109681,0,1,3,0
fruits,2.00E-05,0,1.62E-05,1,0,2
signalled,2.00E-05,0,0,1,0,0
wit,2.00E-05,0,4.85E-05,1,0,6
argue,2.00E-05,3.66E-05,0,1,1,0
truck,2.00E-05,0,0,1,0,0
cursing,2.00E-05,0,0,1,0,0
traffic,2.00E-05,0,0,1,0,0
dart,2.00E-05,0,0,1,0,0
explicable,2.00E-05,0,0,1,0,0
engaging,2.00E-05,0,4.85E-05,1,0,6
parlour,2.00E-05,0,8.89E-05,1,0,11
prolonged,2.00E-05,0,0,1,0,0
herding,2.00E-05,0,0,1,0,0
eludes,2.00E-05,0,0,1,0,0
climbing,2.00E-05,0,0,1,0,0
snake,2.00E-05,0,0,1,0,0
notion,2.00E-05,0.000109681,6.46E-05,1,3,8
originated,2.00E-05,0,1.62E-05,1,0,2
hire,2.00E-05,0,8.08E-06,1,0,1
baths,2.00E-05,0,0,1,0,0
ideawe,2.00E-05,0,0,1,0,0
baffled,2.00E-05,0,0,1,0,0
clerk,2.00E-05,0,8.08E-06,1,0,1
stifling,2.00E-05,0,0,1,0,0
fixing,2.00E-05,0,1.62E-05,1,0,2
respectfully,2.00E-05,0,0,1,0,0
axe,2.00E-05,0,0,1,0,0
crabbing,2.00E-05,0,0,1,0,0
nail,2.00E-05,0,0,1,0,0
splashed,2.00E-05,3.66E-05,0,1,1,0
mebut,2.00E-05,0,0,1,0,0
hum,2.00E-05,0,0,1,0,0
compressed,2.00E-05,0,0,1,0,0
mendelssohn,2.00E-05,0,0,1,0,0
march,2.00E-05,0.001206493,1.62E-05,1,33,2
dismally,2.00E-05,0,0,1,0,0
boxesthat,2.00E-05,0,0,1,0,0
factand,2.00E-05,0,0,1,0,0
tennessee,2.00E-05,0,0,1,0,0
appended,2.00E-05,0,0,1,0,0
memphis,2.00E-05,0,0,1,0,0
aluminium,2.00E-05,0,0,1,0,0
putter,2.00E-05,0,0,1,0,0
ceremony,2.00E-05,0,4.04E-05,1,0,5
cheer,2.00E-05,0,0,1,0,0
yeaeaea,2.00E-05,0,0,1,0,0
asa,2.00E-05,0,0,1,0,0
bumming,2.00E-05,0,0,1,0,0
class,2.00E-05,0,1.62E-05,1,0,2
tattoo,2.00E-05,0,0,1,0,0
yesi,2.00E-05,0,0,1,0,0
insulting,2.00E-05,0,8.08E-06,1,0,1
thank,2.00E-05,0.000146242,0.000153517,1,4,19
cleared,2.00E-05,3.66E-05,1.62E-05,1,1,2
unbelief,2.00E-05,0,0,1,0,0
universities,2.00E-05,0,8.08E-06,1,0,1
slap,2.00E-05,0,0,1,0,0
renewals,2.00E-05,0,0,1,0,0
experienced,2.00E-05,0,3.23E-05,1,0,4
smiling,2.00E-05,7.31E-05,8.08E-05,1,2,10
