unigram,gatsby,alice,austen
silliest,0.0,0.0,1.0
slightingly,0.0,0.0,1.0
coincided,0.0,0.0,1.0
differ,0.0,0.0,1.0
watson,0.0,0.0,1.0
clarke,0.0,0.0,1.0
read--,0.0,0.0,1.0
hating,0.0,0.0,1.0
hursts,0.0,0.0,1.0
extort,0.0,0.0,1.0
prognostics,0.0,0.0,1.0
rained,0.0,0.0,1.0
sore,0.0,0.0,1.0
dangerous,0.0,0.0,1.0
colds,0.0,0.0,1.0
horsewoman,0.0,0.0,1.0
stiles,0.0,0.0,1.0
puddles,0.0,0.0,1.0
justifying,0.0,0.0,1.0
patient,0.0,0.0,1.0
ached,0.0,0.0,1.0
convert,0.0,0.0,1.0
thankfully,0.0,0.0,1.0
intruder,0.0,0.0,1.0
indolent,0.0,0.0,1.0
ragout,0.0,0.0,1.0
scampering,0.0,0.0,1.0
untidy,0.0,0.0,1.0
blowzy,0.0,0.0,1.0
mud,0.0,0.0,1.0
again--,0.0,0.0,1.0
jot,0.0,0.0,1.0
assent,0.0,0.0,1.0
despises,0.0,0.0,1.0
buying,0.0,0.0,1.0
exquisite,0.0,0.0,1.0
net,0.0,0.0,1.0
purses,0.0,0.0,1.0
netting,0.0,0.0,1.0
purse,0.0,0.0,1.0
assistant,0.0,0.0,1.0
surpass,0.0,0.0,1.0
languages,0.0,0.0,1.0
undervaluing,0.0,0.0,1.0
succeeds,0.0,0.0,1.0
meanness,0.0,0.0,1.0
condescend,0.0,0.0,1.0
captivation,0.0,0.0,1.0
eminent,0.0,0.0,1.0
physicians,0.0,0.0,1.0
solaced,0.0,0.0,1.0
duets,0.0,0.0,1.0
profuse,0.0,0.0,1.0
suffers,0.0,0.0,1.0
exception,0.0,0.0,1.0
lease,0.0,0.0,1.0
studier,0.0,0.0,1.0
unvarying,0.0,0.0,1.0
alter,0.0,0.0,1.0
victory,0.0,0.0,1.0
triumph--,0.0,0.0,1.0
blushing,0.0,0.0,1.0
mistook,0.0,0.0,1.0
neighbourhoods,0.0,0.0,1.0
enable,0.0,0.0,1.0
mince,0.0,0.0,1.0
pies,0.0,0.0,1.0
efficacy,0.0,0.0,1.0
healthy,0.0,0.0,1.0
nourishes,0.0,0.0,1.0
sonnet,0.0,0.0,1.0
starve,0.0,0.0,1.0
troubling,0.0,0.0,1.0
graciousness,0.0,0.0,1.0
witticisms,0.0,0.0,1.0
invalid,0.0,0.0,1.0
piquet,0.0,0.0,1.0
needlework,0.0,0.0,1.0
unison,0.0,0.0,1.0
pens,0.0,0.0,1.0
harp,0.0,0.0,1.0
grantley,0.0,0.0,1.0
syllables,0.0,0.0,1.0
writes,0.0,0.0,1.0
blots,0.0,0.0,1.0
correspondents,0.0,0.0,1.0
disarm,0.0,0.0,1.0
prized,0.0,0.0,1.0
imperfection,0.0,0.0,1.0
undone,0.0,0.0,1.0
celerity,0.0,0.0,1.0
mounting,0.0,0.0,1.0
converting,0.0,0.0,1.0
rashness,0.0,0.0,1.0
atoned,0.0,0.0,1.0
adhering,0.0,0.0,1.0
requester,0.0,0.0,1.0
occurs,0.0,0.0,1.0
precision,0.0,0.0,1.0
appertain,0.0,0.0,1.0
disputes,0.0,0.0,1.0
negatived,0.0,0.0,1.0
songs,0.0,0.0,1.0
seize,0.0,0.0,1.0
overthrowing,0.0,0.0,1.0
cheating,0.0,0.0,1.0
premeditated,0.0,0.0,1.0
archness,0.0,0.0,1.0
disliking,0.0,0.0,1.0
compass,0.0,0.0,1.0
cure,0.0,0.0,1.0
possesses,0.0,0.0,1.0
painter,0.0,0.0,1.0
copied,0.0,0.0,1.0
grouped,0.0,0.0,1.0
picturesque,0.0,0.0,1.0
spoilt,0.0,0.0,1.0
admitting,0.0,0.0,1.0
rambled,0.0,0.0,1.0
accuracy,0.0,0.0,1.0
congratulation,0.0,0.0,1.0
diffuseness,0.0,0.0,1.0
piling,0.0,0.0,1.0
petition,0.0,0.0,1.0
sofas,0.0,0.0,1.0
rings,0.0,0.0,1.0
exhausted,0.0,0.0,1.0
tires,0.0,0.0,1.0
nicholls,0.0,0.0,1.0
insufferably,0.0,0.0,1.0
tedious,0.0,0.0,1.0
process,0.0,0.0,1.0
aimed,0.0,0.0,1.0
inflexibly,0.0,0.0,1.0
studious,0.0,0.0,1.0
desperation,0.0,0.0,1.0
attitude,0.0,0.0,1.0
interfere,0.0,0.0,1.0
surest,0.0,0.0,1.0
persevered,0.0,0.0,1.0
hug,0.0,0.0,1.0
inconsistencies,0.0,0.0,1.0
divert,0.0,0.0,1.0
weaknesses,0.0,0.0,1.0
regulation,0.0,0.0,1.0
pretension,0.0,0.0,1.0
vices,0.0,0.0,1.0
implacable,0.0,0.0,1.0
propensity,0.0,0.0,1.0
waking,0.0,0.0,1.0
propitious,0.0,0.0,1.0
elevate,0.0,0.0,1.0
influencing,0.0,0.0,1.0
crushing,0.0,0.0,1.0
adhered,0.0,0.0,1.0
laconic,0.0,0.0,1.0
morality,0.0,0.0,1.0
flogged,0.0,0.0,1.0
xiii,0.0,0.0,1.0
hardest,0.0,0.0,1.0
iniquitous,0.0,0.0,1.0
westerham,0.0,0.0,1.0
15th,0.0,0.0,1.0
disagreement,0.0,0.0,1.0
heal,0.0,0.0,1.0
disrespectful,0.0,0.0,1.0
variance,0.0,0.0,1.0
--there,0.0,0.0,1.0
--my,0.0,0.0,1.0
ordination,0.0,0.0,1.0
bounty,0.0,0.0,1.0
beneficence,0.0,0.0,1.0
rectory,0.0,0.0,1.0
demean,0.0,0.0,1.0
rites,0.0,0.0,1.0
ceremonies,0.0,0.0,1.0
instituted,0.0,0.0,1.0
overtures,0.0,0.0,1.0
commendable,0.0,0.0,1.0
injuring,0.0,0.0,1.0
18th,0.0,0.0,1.0
wisher,0.0,0.0,1.0
indulgent,0.0,0.0,1.0
christening,0.0,0.0,1.0
burying,0.0,0.0,1.0
parishioners,0.0,0.0,1.0
oddity,0.0,0.0,1.0
servility,0.0,0.0,1.0
defective,0.0,0.0,1.0
fame,0.0,0.0,1.0
hearers,0.0,0.0,1.0
readily--,0.0,0.0,1.0
destitute,0.0,0.0,1.0
allude,0.0,0.0,1.0
hardship,0.0,0.0,1.0
cookery,0.0,0.0,1.0
asperity,0.0,0.0,1.0
xiv,0.0,0.0,1.0
graciously,0.0,0.0,1.0
discourses,0.0,0.0,1.0
reckoned,0.0,0.0,1.0
alterations,0.0,0.0,1.0
vouchsafed,0.0,0.0,1.0
heiress,0.0,0.0,1.0
constitution,0.0,0.0,1.0
superintended,0.0,0.0,1.0
resides,0.0,0.0,1.0
condescends,0.0,0.0,1.0
prevents,0.0,0.0,1.0
british,0.0,0.0,1.0
ornament,0.0,0.0,1.0
suggesting,0.0,0.0,1.0
unstudied,0.0,0.0,1.0
maintaining,0.0,0.0,1.0
resolute,0.0,0.0,1.0
dose,0.0,0.0,1.0
novels,0.0,0.0,1.0
fordyce,0.0,0.0,1.0
gaped,0.0,0.0,1.0
monotonous,0.0,0.0,1.0
richard,0.0,0.0,1.0
stamp,0.0,0.0,1.0
amazes,0.0,0.0,1.0
importune,0.0,0.0,1.0
antagonist,0.0,0.0,1.0
resume,0.0,0.0,1.0
xv,0.0,0.0,1.0
illiterate,0.0,0.0,1.0
miserly,0.0,0.0,1.0
subjection,0.0,0.0,1.0
consequential,0.0,0.0,1.0
veneration,0.0,0.0,1.0
obsequiousness,0.0,0.0,1.0
eligibility,0.0,0.0,1.0
strictest,0.0,0.0,1.0
seniority,0.0,0.0,1.0
complaisant,0.0,0.0,1.0
treasured,0.0,0.0,1.0
graces,0.0,0.0,1.0
nominally,0.0,0.0,1.0
folios,0.0,0.0,1.0
cessation,0.0,0.0,1.0
prompt,0.0,0.0,1.0
nothings,0.0,0.0,1.0
assents,0.0,0.0,1.0
pavement,0.0,0.0,1.0
spokesman,0.0,0.0,1.0
seconding,0.0,0.0,1.0
fetched,0.0,0.0,1.0
shopboy,0.0,0.0,1.0
unwearying,0.0,0.0,1.0
defended,0.0,0.0,1.0
pointedly,0.0,0.0,1.0
xvi,0.0,0.0,1.0
resisted,0.0,0.0,1.0
gratification,0.0,0.0,1.0
digressions,0.0,0.0,1.0
improvements,0.0,0.0,1.0
retail,0.0,0.0,1.0
imitations,0.0,0.0,1.0
china,0.0,0.0,1.0
stuffy,0.0,0.0,1.0
rainy,0.0,0.0,1.0
commonest,0.0,0.0,1.0
dullest,0.0,0.0,1.0
topic,0.0,0.0,1.0
rivals,0.0,0.0,1.0
muffin,0.0,0.0,1.0
compliance,0.0,0.0,1.0
engrossing,0.0,0.0,1.0
talker,0.0,0.0,1.0
bets,0.0,0.0,1.0
hesitating,0.0,0.0,1.0
estimated,0.0,0.0,1.0
imposing,0.0,0.0,1.0
proclaim,0.0,0.0,1.0
breathed,0.0,0.0,1.0
truest,0.0,0.0,1.0
verily,0.0,0.0,1.0
topics,0.0,0.0,1.0
military,0.0,0.0,1.0
bequeathed,0.0,0.0,1.0
godfather,0.0,0.0,1.0
disregarded,0.0,0.0,1.0
redress,0.0,0.0,1.0
informality,0.0,0.0,1.0
bequest,0.0,0.0,1.0
conditional,0.0,0.0,1.0
forfeited,0.0,0.0,1.0
disgraced,0.0,0.0,1.0
inhumanity,0.0,0.0,1.0
implacability,0.0,0.0,1.0
resentments,0.0,0.0,1.0
inmates,0.0,0.0,1.0
parental,0.0,0.0,1.0
superintendence,0.0,0.0,1.0
providing,0.0,0.0,1.0
impulses,0.0,0.0,1.0
degenerate,0.0,0.0,1.0
superintends,0.0,0.0,1.0
reverting,0.0,0.0,1.0
conversible,0.0,0.0,1.0
equals,0.0,0.0,1.0
misleads,0.0,0.0,1.0
dictatorial,0.0,0.0,1.0
derives,0.0,0.0,1.0
losses,0.0,0.0,1.0
xvii,0.0,0.0,1.0
unkindness,0.0,0.0,1.0
alienated,0.0,0.0,1.0
treating,0.0,0.0,1.0
facts,0.0,0.0,1.0
profess,0.0,0.0,1.0
recreation,0.0,0.0,1.0
unnecessarily,0.0,0.0,1.0
dreading,0.0,0.0,1.0
rebuke,0.0,0.0,1.0
venturing,0.0,0.0,1.0
timed,0.0,0.0,1.0
perforce,0.0,0.0,1.0
succession,0.0,0.0,1.0
proxy,0.0,0.0,1.0
endurable,0.0,0.0,1.0
xviii,0.0,0.0,1.0
unreasonably,0.0,0.0,1.0
unsubdued,0.0,0.0,1.0
omitted,0.0,0.0,1.0
injury,0.0,0.0,1.0
surmount,0.0,0.0,1.0
oddities,0.0,0.0,1.0
release,0.0,0.0,1.0
recommenced,0.0,0.0,1.0
unsocial,0.0,0.0,1.0
taciturn,0.0,0.0,1.0
amaze,0.0,0.0,1.0
posterity,0.0,0.0,1.0
clat,0.0,0.0,1.0
proverb,0.0,0.0,1.0
constrained,0.0,0.0,1.0
bewitching,0.0,0.0,1.0
upbraiding,0.0,0.0,1.0
compare,0.0,0.0,1.0
occupies,0.0,0.0,1.0
forgave,0.0,0.0,1.0
unappeasable,0.0,0.0,1.0
tend,0.0,0.0,1.0
suspend,0.0,0.0,1.0
implicit,0.0,0.0,1.0
undertaken,0.0,0.0,1.0
enemies,0.0,0.0,1.0
fairest,0.0,0.0,1.0
believes,0.0,0.0,1.0
unacquainted,0.0,0.0,1.0
heighten,0.0,0.0,1.0
dissuade,0.0,0.0,1.0
thus--,0.0,0.0,1.0
scope,0.0,0.0,1.0
permit,0.0,0.0,1.0
laity,0.0,0.0,1.0
regulate,0.0,0.0,1.0
clergy,0.0,0.0,1.0
clerical,0.0,0.0,1.0
dictates,0.0,0.0,1.0
profit,0.0,0.0,1.0
habitual,0.0,0.0,1.0
advances,0.0,0.0,1.0
prefaced,0.0,0.0,1.0
motion,0.0,0.0,1.0
eyeing,0.0,0.0,1.0
unworthily,0.0,0.0,1.0
animating,0.0,0.0,1.0
consign,0.0,0.0,1.0
inexpressible,0.0,0.0,1.0
ham,0.0,0.0,1.0
revive,0.0,0.0,1.0
exhibiting,0.0,0.0,1.0
stanzas,0.0,0.0,1.0
agonies,0.0,0.0,1.0
aloud--,0.0,0.0,1.0
exhibit,0.0,0.0,1.0
devoting,0.0,0.0,1.0
tithes,0.0,0.0,1.0
beneficial,0.0,0.0,1.0
conciliatory,0.0,0.0,1.0
omit,0.0,0.0,1.0
testifying,0.0,0.0,1.0
ridiculing,0.0,0.0,1.0
perseveringly,0.0,0.0,1.0
arguing,0.0,0.0,1.0
project,0.0,0.0,1.0
allusions,0.0,0.0,1.0
manuvre,0.0,0.0,1.0
repulsed,0.0,0.0,1.0
languor,0.0,0.0,1.0
complimenting,0.0,0.0,1.0
pressingly,0.0,0.0,1.0
settlements,0.0,0.0,1.0
eclipsed,0.0,0.0,1.0
xix,0.0,0.0,1.0
orderly,0.0,0.0,1.0
observances,0.0,0.0,1.0
words--,0.0,0.0,1.0
solicit,0.0,0.0,1.0
injunction,0.0,0.0,1.0
disservice,0.0,0.0,1.0
dissemble,0.0,0.0,1.0
selecting,0.0,0.0,1.0
unasked,0.0,0.0,1.0
footstool,0.0,0.0,1.0
gentlewoman,0.0,0.0,1.0
reckon,0.0,0.0,1.0
inherit,0.0,0.0,1.0
4,0.0,0.0,1.0
cents,0.0,0.0,1.0
applies,0.0,0.0,1.0
altar,0.0,0.0,1.0
accusing,0.0,0.0,1.0
manifold,0.0,0.0,1.0
consists,0.0,0.0,1.0
tormenting,0.0,0.0,1.0
plainer,0.0,0.0,1.0
refusals,0.0,0.0,1.0
coquetry,0.0,0.0,1.0
xx,0.0,0.0,1.0
dawdled,0.0,0.0,1.0
felicitations,0.0,0.0,1.0
bashful,0.0,0.0,1.0
persists,0.0,0.0,1.0
library--,0.0,0.0,1.0
uproar,0.0,0.0,1.0
vows,0.0,0.0,1.0
declares,0.0,0.0,1.0
insists,0.0,0.0,1.0
coaxed,0.0,0.0,1.0
threatened,0.0,0.0,1.0
interfering,0.0,0.0,1.0
entreating,0.0,0.0,1.0
maintain,0.0,0.0,1.0
undutiful,0.0,0.0,1.0
soothe,0.0,0.0,1.0
girls--,0.0,0.0,1.0
tongues,0.0,0.0,1.0
doleful,0.0,0.0,1.0
projected,0.0,0.0,1.0
conversation--,0.0,0.0,1.0
withdrawing,0.0,0.0,1.0
interpose,0.0,0.0,1.0
dismission,0.0,0.0,1.0
xxi,0.0,0.0,1.0
assiduous,0.0,0.0,1.0
transferred,0.0,0.0,1.0
seasonable,0.0,0.0,1.0
abatement,0.0,0.0,1.0
shorten,0.0,0.0,1.0
flowing,0.0,0.0,1.0
contains,0.0,0.0,1.0
comfortless,0.0,0.0,1.0
abound,0.0,0.0,1.0
brings,0.0,0.0,1.0
deprive,0.0,0.0,1.0
hurts,0.0,0.0,1.0
inspires,0.0,0.0,1.0
misleading,0.0,0.0,1.0
indulging,0.0,0.0,1.0
expressly,0.0,0.0,1.0
inter,0.0,0.0,1.0
achieving,0.0,0.0,1.0
deceiving,0.0,0.0,1.0
mature,0.0,0.0,1.0
disobliging,0.0,0.0,1.0
equivalent,0.0,0.0,1.0
artfully,0.0,0.0,1.0
desponding,0.0,0.0,1.0
bewailed,0.0,0.0,1.0
lamenting,0.0,0.0,1.0
xxii,0.0,0.0,1.0
appearances,0.0,0.0,1.0
hasten,0.0,0.0,1.0
diffident,0.0,0.0,1.0
eloquence,0.0,0.0,1.0
solicitation,0.0,0.0,1.0
waived,0.0,0.0,1.0
calculate,0.0,0.0,1.0
overjoyed,0.0,0.0,1.0
charged,0.0,0.0,1.0
evade,0.0,0.0,1.0
publish,0.0,0.0,1.0
avail,0.0,0.0,1.0
rated,0.0,0.0,1.0
bounds,0.0,0.0,1.0
regained,0.0,0.0,1.0
procure,0.0,0.0,1.0
strangeness,0.0,0.0,1.0
sacrificed,0.0,0.0,1.0
pang,0.0,0.0,1.0
xxiii,0.0,0.0,1.0
reflecting,0.0,0.0,1.0
exclaimed--,0.0,0.0,1.0
courtier,0.0,0.0,1.0
forbearing,0.0,0.0,1.0
confirm,0.0,0.0,1.0
disbelieving,0.0,0.0,1.0
fourthly,0.0,0.0,1.0
inferences,0.0,0.0,1.0
deduced,0.0,0.0,1.0
barbarously,0.0,0.0,1.0
appease,0.0,0.0,1.0
envying,0.0,0.0,1.0
retort,0.0,0.0,1.0
sour,0.0,0.0,1.0
mutually,0.0,0.0,1.0
subsist,0.0,0.0,1.0
rectitude,0.0,0.0,1.0
prompted,0.0,0.0,1.0
unanswerable,0.0,0.0,1.0
troublesome,0.0,0.0,1.0
destructive,0.0,0.0,1.0
stability,0.0,0.0,1.0
overpowering,0.0,0.0,1.0
restrained,0.0,0.0,1.0
successor,0.0,0.0,1.0
survivor,0.0,0.0,1.0
xxiv,0.0,0.0,1.0
joyfully,0.0,0.0,1.0
predict,0.0,0.0,1.0
inmate,0.0,0.0,1.0
designing,0.0,0.0,1.0
disinterestedness,0.0,0.0,1.0
angelic,0.0,0.0,1.0
disclaimed,0.0,0.0,1.0
encroaching,0.0,0.0,1.0
fewer,0.0,0.0,1.0
confirms,0.0,0.0,1.0
marries,0.0,0.0,1.0
selfishness,0.0,0.0,1.0
circumspect,0.0,0.0,1.0
deceives,0.0,0.0,1.0
designedly,0.0,0.0,1.0
attributing,0.0,0.0,1.0
scheming,0.0,0.0,1.0
impute,0.0,0.0,1.0
displease,0.0,0.0,1.0
conjunction,0.0,0.0,1.0
transient,0.0,0.0,1.0
outdone,0.0,0.0,1.0
jilt,0.0,0.0,1.0
creditably,0.0,0.0,1.0
dispelling,0.0,0.0,1.0
perverse,0.0,0.0,1.0
recommendations,0.0,0.0,1.0
unreserve,0.0,0.0,1.0
extenuating,0.0,0.0,1.0
mild,0.0,0.0,1.0
allowances,0.0,0.0,1.0
xxv,0.0,0.0,1.0
alleviated,0.0,0.0,1.0
distribute,0.0,0.0,1.0
newest,0.0,0.0,1.0
artful,0.0,0.0,1.0
thwarted,0.0,0.0,1.0
separates,0.0,0.0,1.0
forgets,0.0,0.0,1.0
inconstancies,0.0,0.0,1.0
hackneyed,0.0,0.0,1.0
essence,0.0,0.0,1.0
ablution,0.0,0.0,1.0
cleanse,0.0,0.0,1.0
impurities,0.0,0.0,1.0
stirs,0.0,0.0,1.0
correspond,0.0,0.0,1.0
combated,0.0,0.0,1.0
bestowing,0.0,0.0,1.0
delighting,0.0,0.0,1.0
lad,0.0,0.0,1.0
xxvi,0.0,0.0,1.0
forfeit,0.0,0.0,1.0
foresaw,0.0,0.0,1.0
bridegroom,0.0,0.0,1.0
slacken,0.0,0.0,1.0
surrounded,0.0,0.0,1.0
inventing,0.0,0.0,1.0
shortness,0.0,0.0,1.0
felt--,0.0,0.0,1.0
triumphing,0.0,0.0,1.0
singling,0.0,0.0,1.0
deservedly,0.0,0.0,1.0
invariable,0.0,0.0,1.0
duped,0.0,0.0,1.0
subsided,0.0,0.0,1.0
watchful,0.0,0.0,1.0
acquisition,0.0,0.0,1.0
rendering,0.0,0.0,1.0
sighted,0.0,0.0,1.0
relinquish,0.0,0.0,1.0
elevating,0.0,0.0,1.0
effectual,0.0,0.0,1.0
distractedly,0.0,0.0,1.0
defection,0.0,0.0,1.0
xxvii,0.0,0.0,1.0
diversified,0.0,0.0,1.0
weakened,0.0,0.0,1.0
uncompanionable,0.0,0.0,1.0
faultless,0.0,0.0,1.0
peep,0.0,0.0,1.0
smoothly,0.0,0.0,1.0
coincide,0.0,0.0,1.0
healthful,0.0,0.0,1.0
troop,0.0,0.0,1.0
shopping,0.0,0.0,1.0
theatres,0.0,0.0,1.0
periods,0.0,0.0,1.0
occurring,0.0,0.0,1.0
desertion,0.0,0.0,1.0
matrimonial,0.0,0.0,1.0
avarice,0.0,0.0,1.0
allowable,0.0,0.0,1.0
decorums,0.0,0.0,1.0
rapturously,0.0,0.0,1.0
spleen,0.0,0.0,1.0
rocks,0.0,0.0,1.0
transport,0.0,0.0,1.0
accurate,0.0,0.0,1.0
rivers,0.0,0.0,1.0
jumbled,0.0,0.0,1.0
imaginations,0.0,0.0,1.0
xxviii,0.0,0.0,1.0
discernible,0.0,0.0,1.0
sloping,0.0,0.0,1.0
laurel,0.0,0.0,1.0
arriving,0.0,0.0,1.0
nods,0.0,0.0,1.0
ostentatious,0.0,0.0,1.0
repentance,0.0,0.0,1.0
stroll,0.0,0.0,1.0
cultivation,0.0,0.0,1.0
healthfulness,0.0,0.0,1.0
minuteness,0.0,0.0,1.0
clump,0.0,0.0,1.0
meadows,0.0,0.0,1.0
frost,0.0,0.0,1.0
consistency,0.0,0.0,1.0
ensuing,0.0,0.0,1.0
include,0.0,0.0,1.0
regularly,0.0,0.0,1.0
guiding,0.0,0.0,1.0
anticipate,0.0,0.0,1.0
tenour,0.0,0.0,1.0
interruptions,0.0,0.0,1.0
landing,0.0,0.0,1.0
xxix,0.0,0.0,1.0
acquire,0.0,0.0,1.0
instructing,0.0,0.0,1.0
overpower,0.0,0.0,1.0
separating,0.0,0.0,1.0
apparel,0.0,0.0,1.0
inspire,0.0,0.0,1.0
enumeration,0.0,0.0,1.0
glazing,0.0,0.0,1.0
stateliness,0.0,0.0,1.0
trepidation,0.0,0.0,1.0
antechamber,0.0,0.0,1.0
conciliating,0.0,0.0,1.0
deportment,0.0,0.0,1.0
insignificant,0.0,0.0,1.0
foretold,0.0,0.0,1.0
echo,0.0,0.0,1.0
delivering,0.0,0.0,1.0
controverted,0.0,0.0,1.0
regulated,0.0,0.0,1.0
instructed,0.0,0.0,1.0
cows,0.0,0.0,1.0
dictating,0.0,0.0,1.0
maiden,0.0,0.0,1.0
entailing,0.0,0.0,1.0
webbs,0.0,0.0,1.0
supplying,0.0,0.0,1.0
metcalfe,0.0,0.0,1.0
cassino,0.0,0.0,1.0
superlatively,0.0,0.0,1.0
storing,0.0,0.0,1.0
anecdotes,0.0,0.0,1.0
thankfulness,0.0,0.0,1.0
costing,0.0,0.0,1.0
xxx,0.0,0.0,1.0
possessing,0.0,0.0,1.0
gig,0.0,0.0,1.0
backwards,0.0,0.0,1.0
sized,0.0,0.0,1.0
unfrequently,0.0,0.0,1.0
livings,0.0,0.0,1.0
negligence,0.0,0.0,1.0
joints,0.0,0.0,1.0
magistrate,0.0,0.0,1.0
minutest,0.0,0.0,1.0
cottagers,0.0,0.0,1.0
quarrelsome,0.0,0.0,1.0
sallied,0.0,0.0,1.0
differences,0.0,0.0,1.0
scold,0.0,0.0,1.0
harmony,0.0,0.0,1.0
counterpart,0.0,0.0,1.0
adding--,0.0,0.0,1.0
disclaim,0.0,0.0,1.0
courtesied,0.0,0.0,1.0
xxxi,0.0,0.0,1.0
conversed,0.0,0.0,1.0
proficient,0.0,0.0,1.0
proficiency,0.0,0.0,1.0
stubbornness,0.0,0.0,1.0
intimidate,0.0,0.0,1.0
professing,0.0,0.0,1.0
impolitic,0.0,0.0,1.0
retaliate,0.0,0.0,1.0
scarce,0.0,0.0,1.0
masterly,0.0,0.0,1.0
practising,0.0,0.0,1.0
darcy--,0.0,0.0,1.0
amiss,0.0,0.0,1.0
practised,0.0,0.0,1.0
fingering,0.0,0.0,1.0
derived,0.0,0.0,1.0
mixing,0.0,0.0,1.0
xxxii,0.0,0.0,1.0
prudential,0.0,0.0,1.0
journeys,0.0,0.0,1.0
voice--,0.0,0.0,1.0
concise,0.0,0.0,1.0
billiard,0.0,0.0,1.0
nearness,0.0,0.0,1.0
separately,0.0,0.0,1.0
softness,0.0,0.0,1.0
disputable,0.0,0.0,1.0
steadfast,0.0,0.0,1.0
gaze,0.0,0.0,1.0
vanish,0.0,0.0,1.0
counterbalance,0.0,0.0,1.0
xxxiii,0.0,0.0,1.0
mischance,0.0,0.0,1.0
haunt,0.0,0.0,1.0
penance,0.0,0.0,1.0
rencounter,0.0,0.0,1.0
imply,0.0,0.0,1.0
perusing,0.0,0.0,1.0
forcing,0.0,0.0,1.0
arranges,0.0,0.0,1.0
feelingly,0.0,0.0,1.0
inured,0.0,0.0,1.0
hardships,0.0,0.0,1.0
tractable,0.0,0.0,1.0
prodigious,0.0,0.0,1.0
scrape,0.0,0.0,1.0
thoughtful,0.0,0.0,1.0
lessening,0.0,0.0,1.0
jestingly,0.0,0.0,1.0
exist,0.0,0.0,1.0
boundless,0.0,0.0,1.0
mislead,0.0,0.0,1.0
inflicted,0.0,0.0,1.0
peculiarities,0.0,0.0,1.0
xxxiv,0.0,0.0,1.0
complaint,0.0,0.0,1.0
revival,0.0,0.0,1.0
characterize,0.0,0.0,1.0
clouded,0.0,0.0,1.0
conveying,0.0,0.0,1.0
keener,0.0,0.0,1.0
imputing,0.0,0.0,1.0
detailed,0.0,0.0,1.0
degradation,0.0,0.0,1.0
subsequent,0.0,0.0,1.0
cannot,0.0,0.0,1.0
overcoming,0.0,0.0,1.0
disturbance,0.0,0.0,1.0
attained,0.0,0.0,1.0
provocations,0.0,0.0,1.0
ruining,0.0,0.0,1.0
dividing,0.0,0.0,1.0
instability,0.0,0.0,1.0
acutest,0.0,0.0,1.0
unmoved,0.0,0.0,1.0
remorse,0.0,0.0,1.0
conciliate,0.0,0.0,1.0
misrepresentation,0.0,0.0,1.0
infliction,0.0,0.0,1.0
desert,0.0,0.0,1.0
calculation,0.0,0.0,1.0
policy,0.0,0.0,1.0
impelled,0.0,0.0,1.0
unqualified,0.0,0.0,1.0
unalloyed,0.0,0.0,1.0
impressing,0.0,0.0,1.0
fullest,0.0,0.0,1.0
arrogance,0.0,0.0,1.0
groundwork,0.0,0.0,1.0
shameless,0.0,0.0,1.0
acknowledging,0.0,0.0,1.0
agitating,0.0,0.0,1.0
xxxv,0.0,0.0,1.0
meditations,0.0,0.0,1.0
turnpike,0.0,0.0,1.0
verdure,0.0,0.0,1.0
retreating,0.0,0.0,1.0
stepping,0.0,0.0,1.0
plantation,0.0,0.0,1.0
strongest,0.0,0.0,1.0
disgusting,0.0,0.0,1.0
paining,0.0,0.0,1.0
humbling,0.0,0.0,1.0
formation,0.0,0.0,1.0
magnitude,0.0,0.0,1.0
blasted,0.0,0.0,1.0
wantonly,0.0,0.0,1.0
depravity,0.0,0.0,1.0
growth,0.0,0.0,1.0
undecided,0.0,0.0,1.0
participation,0.0,0.0,1.0
misled,0.0,0.0,1.0
investigations,0.0,0.0,1.0
decisions,0.0,0.0,1.0
influenced,0.0,0.0,1.0
repugnance,0.0,0.0,1.0
detaching,0.0,0.0,1.0
enforced,0.0,0.0,1.0
remonstrance,0.0,0.0,1.0
ultimately,0.0,0.0,1.0
seconded,0.0,0.0,1.0
unknowingly,0.0,0.0,1.0
weighty,0.0,0.0,1.0
refute,0.0,0.0,1.0
summon,0.0,0.0,1.0
undoubted,0.0,0.0,1.0
cambridge,0.0,0.0,1.0
vicious,0.0,0.0,1.0
propensities,0.0,0.0,1.0
opportunities,0.0,0.0,1.0
unfolding,0.0,0.0,1.0
advancement,0.0,0.0,1.0
therein,0.0,0.0,1.0
accede,0.0,0.0,1.0
dissolved,0.0,0.0,1.0
dissipation,0.0,0.0,1.0
unprofitable,0.0,0.0,1.0
ordained,0.0,0.0,1.0
revered,0.0,0.0,1.0
resisting,0.0,0.0,1.0
reproaches,0.0,0.0,1.0
junior,0.0,0.0,1.0
presided,0.0,0.0,1.0
connivance,0.0,0.0,1.0
exposure,0.0,0.0,1.0
unquestionably,0.0,0.0,1.0
revenging,0.0,0.0,1.0
narrative,0.0,0.0,1.0
henceforth,0.0,0.0,1.0
executors,0.0,0.0,1.0
unavoidably,0.0,0.0,1.0
valueless,0.0,0.0,1.0
xxxvi,0.0,0.0,1.0
contrariety,0.0,0.0,1.0
comprehension,0.0,0.0,1.0
penitent,0.0,0.0,1.0
overthrow,0.0,0.0,1.0
definition,0.0,0.0,1.0
grossest,0.0,0.0,1.0
resigning,0.0,0.0,1.0
impartiality,0.0,0.0,1.0
deliberated,0.0,0.0,1.0
profligacy,0.0,0.0,1.0
